Hs_wtc.gpc.l1.r1	Hs_wtc.gpc.l1.r2	Hs_wtc.gpc.l1.r3	Hs_wtc.gpc.l2.r1	Hs_wtc.gpc.l2.r2	Hs_wtc.gpc.l2.r3	Hs_pt2.gpc.l1.r1	Hs_pt2.gpc.l1.r2	Hs_pt2.gpc.l1.r3	Hs_pt2.gpc.l2.r1	Hs_pt2.gpc.l2.r2	Hs_pt2.gpc.l2.r3	Hs_pt5c.npc.l1.r1	Hs_pt5c.npc.l1.r2	Hs_pt5c.npc.l1.r3	Hs_hs1.gpc.l1.r1	Hs_hs1.gpc.l1.r2	Hs_hs1.gpc.l1.r3	Hs_gc1.r1	Hs_gc1.r2	Hs_gc1.r3	Hs_hs1.npc.l1.r1	Hs_hs1.npc.l1.r2	Hs_hs1.npc.l1.r3	Hs_pt5c.gpc.l1.r1	Hs_pt5c.gpc.l1.r2	Hs_pt5c.gpc.l1.r3	Pt_wtc.gpc.l1.r1	Pt_wtc.gpc.l1.r2	Pt_wtc.gpc.l1.r3	Pt_wtc.gpc.l2.r1	Pt_wtc.gpc.l2.r2	Pt_wtc.gpc.l2.r3	Pt_pt2.gpc.l1.r1	Pt_pt2.gpc.l1.r2	Pt_pt2.gpc.l1.r3	Pt_pt2.gpc.l2.r1	Pt_pt2.gpc.l2.r2	Pt_pt2.gpc.l2.r3	Pt_pt5c.npc.l1.r1	Pt_pt5c.npc.l1.r2	Pt_pt5c.npc.l1.r3	Pt_hs1.gpc.l1.r1	Pt_hs1.gpc.l1.r2	Pt_hs1.gpc.l1.r3	Pt_gc1.r1	Pt_gc1.r2	Pt_gc1.r3	Pt_hs1.npc.l1.r1	Pt_hs1.npc.l1.r2	Pt_hs1.npc.l1.r3	Pt_pt5c.gpc.l1.r1	Pt_pt5c.gpc.l1.r2	Pt_pt5c.gpc.l1.r3
2xHAR.1	1.06976737569346	1.07261228838648	1.09188155343162	0.24974575252864	4.23946209430416	1.41287423877466	0.998591684562323	1.02006166939113	1.03967423274168	1.21703836387186	NA	1.64618809499132	1.04351011847049	1.02428476778034	1.05835553161589	1.06456817971134	1.07155215705498	1.08178008467218	1.1252886342801	1.12301301303946	1.1306565418077	1.14622456459014	1.14130279989351	1.14789866684257	1.05695958903129	1.06876256797148	1.08013725838799	1.13157673098915	1.18388027220186	1.17496357360334	0.227313310911996	2.01739920349646	1.31834394322322	1.17174100749399	1.19201179776453	1.19700296676119	NA	NA	2.04921157274474	1.15597351742641	1.15320994538079	1.06514028106333	1.20897066059647	1.18176163478457	1.16615685470951	1.31877982186944	1.32974489866314	1.33348026809808	1.25359313446134	1.26400428222591	1.29536273242476	1.24642872187686	1.25810385838593	1.25840696944652
2xHAR.10	2.62065110285317	2.78937992352437	2.44388186556686	0.393118314165453	1.9004485250329	1.32969289373052	2.41540017765496	2.44901345828458	2.67609256887914	0.811358909247904	0.813059931888327	2.02411486760973	1.71886551342924	1.66219731576626	1.31792192511612	1.32347834194255	1.3205509265151	1.28598975603479	2.35244857332559	2.28141094631154	2.36992684930692	1.87074590491203	2.00993676611107	2.11212809718603	2.26000010514244	2.21466456815063	2.3227217699183	2.34453320423329	2.42982501174015	2.25291616960068	0.272725830452283	6.57847566357542	1.59040098789905	2.1804088920826	2.22448959397808	2.31182222673543	NA	NA	1.8182773986179	1.45558813901067	1.46152432186347	1.24165950976256	1.29306745877647	1.28268706723358	1.259793652068	1.92821958146438	1.94214032583814	1.98724634711937	1.51379805687787	1.5743435933512	1.58480653373763	1.64268108202691	1.73702096568992	1.66565578862843
2xHAR.100	0.91164199845891	0.900961536315876	0.876929133396596	0.351297216913809	NA	1.10420938376963	0.92568395567629	0.96844672132895	0.938935685990292	NA	NA	1.08628704880665	0.984887355771996	0.94092815435945	0.981353961509481	1.03379949150291	1.02129761249909	1.03499148066676	0.88442714802417	0.928393794874049	0.86194872377353	0.932613078908611	0.957937331379421	0.971217280336755	0.904102339898099	0.894785666431637	0.991389358935427	0.904947703408626	0.923081073947527	0.916772121878319	0.350619036958376	0.438565044238362	1.34415830418637	0.898737197612698	0.919266726807833	0.982936670804144	NA	NA	1.41546494238442	0.988391844391416	0.973090309108516	0.985153274656968	1.03063536364899	0.996124850124498	0.996552981819321	0.943172694829348	0.932319354661078	0.961970851439511	0.982032552915186	0.956282833210624	0.95044052707016	0.90406603716156	0.900992962061828	0.93279166852872
2xHAR.101	1.08539382917564	1.07371242985595	1.04512782024028	0.432430145581998	NA	1.16320444157183	0.965797595266713	1.07932801514796	1.02941759237618	NA	NA	1.47951312982263	1.23443754635405	1.34549605816222	1.15916369676506	1.0729285564909	1.01392645611257	1.02460304179387	0.924965940335417	1.0320226651757	0.984243712950793	1.47735978177013	1.54875870863681	1.49539450737669	1.24658057759973	1.26070925157808	1.41079505614847	1.6248844840524	1.65166891992314	1.58725840497506	0.568617561560744	NA	1.15466432935154	1.35569079666711	1.30037303250892	1.24043779429704	NA	NA	1.12399642170408	1.32994942050846	1.31631805155821	1.1061531541673	0.939854694334251	0.983446252580342	0.932875234089976	1.17989898376494	1.20114200826229	1.07916443436753	1.45548827580225	1.48581287921038	1.47875129832061	1.2648175815939	1.4262590777027	1.34280123619773
2xHAR.102	1.00922271144657	0.96118233507478	0.956188026243899	0.484845920804058	0.877130088476723	1.19457130903917	1.0236069611472	1.08871726302875	1.03607642490336	NA	NA	1.68719633935053	1.14002687179338	1.09805370122073	1.03805410906104	0.918818529246607	0.935321574428088	0.978889915158573	0.886036331541956	0.931933443873428	0.926503728401819	1.07046478070452	1.08823840138567	1.12337878039394	1.0219452519465	1.01700440228783	1.08600516596069	0.969934482907212	0.957001616702852	0.957599483287793	0.326515624575438	0.986771349536313	1.48843146040954	0.99920766564586	1.02215522767184	1.0154100304436	NA	NA	1.46627650441874	0.904791083671048	0.93621704406253	0.987059028235341	1.02283261027877	1.01117050009322	0.989353302729278	0.91202337245236	0.910494906681426	0.877578349198802	0.918947749785456	0.912084076269896	0.86797120072569	0.886179971431594	0.87088883210705	0.896303511629568
2xHAR.104	0.866036254228581	0.877518245154444	0.882851435692667	0.387502338248803	0.877130088476723	1.05710521362866	0.971074730741301	0.923224263113034	0.886803844958344	NA	NA	1.47608568627864	0.950586095364338	1.00144684406653	0.978102757694066	0.960204477411202	0.940408971766555	0.968066297909149	0.965100399776582	0.895223838563493	0.920203746997076	0.957054959303454	0.939951849499585	0.948116665155205	0.982354530985249	0.989013814027156	1.04431716693836	1.03179118666235	1.12073982125489	1.05561422564373	0.245698946353408	0.438565044238362	1.31688236457219	1.1259417214258	1.1072641674234	1.13872283233193	NA	NA	1.5842319162841	1.09916319371217	1.16995870549832	1.04088819292707	1.01008371273697	1.02950478643911	1.03573235069612	1.09557720938496	1.11313822637697	1.10045374340923	1.10260898509558	1.12836192067863	1.10166151955558	1.09129884293071	1.2028599976421	1.15116189409999
2xHAR.105	0.879609935464217	0.890362768294571	0.881136234255109	0.368548419530112	1.31569513271508	1.03312071573559	0.918872374006501	0.915313311296219	0.867687621656595	NA	NA	1.10557025085647	0.983439541043687	0.933231457967747	0.937231294259001	1.0892153018984	1.06259966414714	1.06390893434545	0.881480589663527	0.865481090414487	0.863063358462017	0.937302577343298	0.934045221412692	0.917220619209328	0.807911041224608	0.838562987425996	0.840361008039045	1.06752337448988	1.04299391103408	1.05130979588572	0.375249299885205	NA	1.05956052321901	1.00936366135313	0.988316225466397	1.02496959486089	NA	NA	1.23192113666864	0.954705764935287	0.96016853287414	0.97096007701463	1.07601761292368	1.10529990912059	1.08634690194239	1.00175718440713	1.00936367909871	1.00138061883437	1.04883447379093	0.975038307384947	1.02289798549838	0.936215234226012	0.916545116807563	0.898113073572601
2xHAR.106	1.18079313609239	1.24695042181431	1.16561716743014	0.463318013123569	NA	0.925988775812304	1.1217099586692	1.23443366191335	1.15743976857517	NA	NA	1.24813062530902	1.01105130055708	1.07180823752383	0.900052575353623	0.72465984811239	0.767044636855515	0.771708839939883	1.0335800554158	1.08645717602877	1.03849461226201	1.00966637196914	1.02087803818353	0.992532500374274	1.04031075369089	1.10433632247082	1.09848294503481	1.06781201228521	1.07465755750416	1.08873111635061	0.382493494863684	0.877130088476723	1.09264542942832	1.08652916594857	1.08481571329728	1.07719245213588	0.162271781849581	0.813059931888327	1.58096545872476	0.9498491578597	1.00185546601502	0.926734942132846	1.06609876220491	1.0472841400102	1.05590454349229	0.915783765328254	0.933262274137997	0.9889051635642	0.967286923258736	0.938570680466446	0.964171372614328	0.951070996663383	0.934061717634579	0.950955264733709
2xHAR.107	1.00688638260676	1.03575906262364	1.04415897580156	0.393118314165453	3.06995530966853	1.31177996724557	1.04658697807361	1.06636412084036	1.12274269557204	NA	NA	1.65916829558681	1.0900928879181	1.08179671567935	1.06451012998428	1.24506289599704	1.19663284711116	1.17948196741471	1.0486437324767	1.09827672503478	1.04012845897678	1.06694190844889	1.14135285066796	1.07854803939454	1.02950048605722	1.0344608643487	1.04632279681694	1.02527284907411	1.02569893720433	1.00531768988625	0.393118314165452	1.31569513271508	1.31732001241685	1.0476437575348	1.01995541340795	1.05641271735516	1.62271781849581	NA	1.50678526124793	1.05172761003618	1.0629235374649	1.04722740589908	1.11178560667885	1.10372341634328	1.07749134528412	0.997807215571322	1.00354008830817	1.03678340204797	0.944434879505016	0.967396942217601	0.977329945109548	1.04200967387778	1.0493453712035	1.00571571908466
2xHAR.108	1.13153860002824	1.08275866191481	1.08573341620947	0.589677471248179	0.313260745884544	1.25702407527346	1.04906787897123	1.05927797524954	1.09490367026331	1.62271781849581	0.813059931888327	1.31747121560396	1.0818481784728	1.04061949966182	1.00169592316733	0.887605624017646	0.916950049553578	0.930550877613889	1.05869568443321	0.983133568559639	1.03727687767531	1.03855243262341	1.08989223213856	1.10493534326494	1.0841425929239	1.12703025479147	1.12736714291476	1.00174413749611	0.96728886019935	1.05512893982726	0.515967787342156	NA	0.813368519294591	1.07831078955458	0.987272179208551	0.935925457614448	NA	NA	0.934206861973719	1.14412096267447	1.09303149167357	1.07187045707641	0.836053488693195	0.879347291242205	0.893396535054069	0.99221944330266	0.954432067963642	1.00545647563287	0.955878569253446	1.00440810678151	1.05666670636771	1.0896887483041	1.0363139935466	1.12644511329614
2xHAR.109	1.03059272645718	1.01508223990724	0.994550381115767	0.398430723816337	0.438565044238362	1.28118832124181	1.00632968544781	1.04487462681751	1.03508273179525	NA	NA	1.11785436475488	1.01695376569058	1.09326872757878	1.09475345317794	1.12709417621715	1.11602034168221	1.06856308066651	0.995767333897896	0.957165767651875	0.94669584067361	0.977311755045382	1.0002474928006	0.962365327649854	1.07018824989717	1.0716344236524	1.03159762936503	0.973622722343523	0.974356870176705	0.972224565932215	0.432430145581998	0.877130088476723	1.22005277894189	0.982327939228966	0.942626921734835	0.964046354163373	NA	0.813059931888327	1.20258968103367	0.994684669189889	0.99986213082362	1.01966950842652	1.03705956203416	1.02186386260468	1.03213152463846	0.940555950488842	0.939658541852838	0.929790707569963	0.888922432644398	0.918541469019826	0.845080166297552	0.989497686464365	0.976643791173226	1.00393104519685
2xHAR.11	1.07409177609265	1.09552240915472	1.11017633550629	0.270932892195109	NA	1.43695105075378	1.04385966386867	1.06691465825715	1.06028324752579	NA	NA	1.46202134897744	1.10242810194764	1.09501524252483	1.01899444691424	1.07359618988056	1.07552696828691	1.04210575102191	1.05284745797057	1.0277369901754	0.993415403498992	1.00374834074036	1.01791320151494	1.01647113210872	1.14144666848409	1.1095955369063	1.10447198113902	1.0120066838966	0.968930254347136	1.03193798941543	0.327598595137877	NA	1.23716247271346	0.987311617780747	0.976907611491364	0.975677429458942	NA	NA	1.1608487633993	1.01128375779952	1.03413737949942	0.995974162935377	1.05795851714507	0.99827219731878	0.997742476263163	0.925361772937879	0.986503903566558	0.971004828745248	0.941399426648277	0.909051350550754	0.965979755611815	1.00519754947609	0.981785630704612	1.0862105664133
2xHAR.110	0.952515080236136	0.890343195703317	0.926691592835883	0.423830682459629	NA	1.22442572797035	0.905390295533234	0.926558786787817	0.974792808702901	NA	NA	2.02112061484699	0.914410908476346	0.923055495317804	0.956935265184379	1.00055048007169	1.00070424168341	0.962302769064274	0.806594356182566	0.849272559438738	0.877890988161022	0.867480556272493	0.857453461614986	0.878098371933546	0.890529789852939	0.901409067649781	0.927054098393738	0.886365490636188	0.897948709392273	0.895843701847862	0.310920848476312	0.657847566357542	1.35805674693031	0.888564126847976	0.878984865818564	0.905647690601559	NA	NA	1.65835537628471	0.942560235580133	0.935244117864185	0.93781147029501	1.02900682122425	0.986376948081606	0.948806431817213	0.863274172074206	0.854770773530363	0.808856358246554	0.909867758804313	0.879853735371535	0.844057041345974	0.870371021938054	0.81524154339383	0.870554703377345
2xHAR.111	0.852996832071587	0.854602080986807	0.852065806822695	0.294838735624089	1.0964126105959	1.4604483635334	0.840466223250096	0.830614817516507	0.91151765553498	NA	NA	1.76550014750969	0.917337394967667	0.930782954191206	1.01729833510465	1.08075945511146	1.0453398700404	1.04974325794561	0.877302462979861	0.879949642533903	0.886392979316275	0.887725103075957	0.873627086725939	0.825868680320281	0.862417671203083	0.865670333374011	0.893042935274484	0.839821057214857	0.822990602358475	0.827376614157062	0.272158832883775	1.31569513271508	1.23511515892882	0.861187841006334	0.889389536206694	0.853678085491168	NA	NA	1.38124491081029	0.916306366300236	0.879379353814027	0.929584840181158	1.04627891177136	1.01169861090833	1.02632215597372	0.819169743368666	0.817746605625476	0.794546964848774	0.809439422575655	0.815228291811245	0.814744417515849	0.838012585362045	0.861545957671436	0.790404182756836
2xHAR.112	0.908737155509736	0.958110434852227	0.950646692691613	0.343978524894771	1.31569513271508	1.41787203610366	0.971267364883912	0.909004413831255	0.935522332983315	NA	NA	1.10838102268068	0.983777045922577	0.974467520539944	0.9981074261423	1.12213245456827	1.09092577484062	1.07351431891732	0.993172784469304	0.960631520150495	0.980537999819536	0.997386291793416	0.953588059063247	0.930394747083333	0.941376132418373	0.963141464480198	0.987966773862234	0.996239576288681	1.03434645374704	1.05195085357014	0.402052821305576	NA	1.37646980188315	1.030925821494	1.03408965603616	1.0228008981103	NA	NA	1.18572409404357	1.09592120904319	1.06726836925819	1.00257005222373	1.23060337765731	1.16518451470196	1.14239216379021	1.02383829765224	1.07046885185713	1.06340328024452	1.08834835350132	1.08952477121898	1.06983836034014	1.09896616471422	1.07274550062527	1.0505549796825
2xHAR.113	1.3257562219812	1.35195245844656	1.267899450836	0.273778825936654	NA	1.0980475010477	1.33673888105406	1.41401506189465	1.38567335544263	NA	NA	1.56622452204667	1.18321286727914	1.16207729522417	1.04397681071378	0.939767634951781	0.939108069259093	0.959124143352152	1.14066411226975	1.14556818485347	1.09544815190025	1.32276827784733	1.36984281810379	1.24783619022624	1.24610288657548	1.2573796745033	1.12535071832139	1.40511254440844	1.26241615382705	1.27475761574177	0.589677471248179	NA	0.931984761691719	1.29079182602089	1.28924316517657	1.32861958925606	NA	NA	1.61689649187759	1.18253857711977	1.14574148757088	0.961875576021192	0.622736537094271	0.705021209612671	0.692796069965028	1.09084989243356	1.0473185030393	1.03790129978119	1.24010486204967	1.3285535272281	1.28625837628771	1.17381765232266	1.20154869622264	1.2016362260976
2xHAR.114	1.33752404360233	1.35274575427272	1.30821197219049	0.37421839521519	1.31569513271508	1.25319001491315	1.1482276207182	1.14477643494295	1.23840596074722	NA	NA	1.58695396425023	0.986741202360541	0.969688858018124	0.897729642536809	1.09412360746915	1.08515171417739	1.10089982903947	1.05472371021433	1.05789734645182	1.06235393247325	1.08913863608724	1.18471421359759	1.20523350173324	1.09945208470182	1.19335056037098	1.06538584547767	1.37023892014307	1.39724373557405	1.31949369057217	0.284308780780372	3.06995530966853	1.42507542223515	1.26195575235881	1.27641454492813	1.28930276503187	NA	NA	1.52080186832931	0.975042231857744	1.00421719650894	1.00095926469245	1.04059627165432	1.05109819709042	1.01741007392008	1.23981692333363	1.28705103018758	1.19377654015238	1.05624832852391	1.09601925648149	1.08696887684322	1.03985048127925	1.04253353364956	1.06338965646536
2xHAR.115	0.834987766512359	0.837149438494516	0.85513993586972	0.303773242764213	2.63139026543017	1.01671064911824	0.875309590455025	0.865933572414807	0.823845724573291	NA	NA	1.14041974789434	0.898876077768651	0.931164199604121	0.956376366416807	1.05144178435547	1.07079874983378	1.01139358475344	0.846779644904422	0.856536567759516	0.865213029921146	0.91874166741854	0.817114649701228	0.792864374962243	0.846490857371849	0.897096798972775	0.844774668795552	0.904524849999769	0.872928323401565	0.888463715139419	0.242808370513956	2.63139026543017	1.33817354831313	0.907808941882828	0.901076001729588	0.922963157315995	NA	NA	1.69008933718892	0.929463293214589	0.910788152504124	1.01602395970621	1.13757155922284	1.09538565572765	1.06005103388328	0.875501393038739	0.869867492209865	0.85843244255616	0.863059895789067	0.830469165354837	0.851498410934924	0.859650715198519	0.884097929735871	0.881596542744061
2xHAR.116	1.02275406029194	0.986075348378181	1.03286617555534	0.361847539175019	NA	1.16748814674258	1.02591284660675	0.955492557772879	0.972487391684979	NA	NA	1.06462320452846	1.05516252954015	1.01940855616032	0.998487780269542	0.805192208414761	0.867925660174186	0.880187530850039	0.922488768698196	0.930661794539524	0.897284166839598	1.02798408943195	1.00891425913759	1.04615906174426	0.982699806305538	1.04353371900398	1.0426847461422	1.07894409430445	1.0990260695809	1.05233585191127	0.24728410084601	1.75426017695345	1.19398327511834	1.17456761076776	1.09417384682009	1.09132438214026	NA	NA	1.04879772446114	1.01186233790875	1.01964453304327	1.00939814120187	0.894594217708707	0.904508281716148	0.901296851186545	1.02104843429677	0.993603769823824	1.00537316605962	0.982530190131424	1.01510999053385	0.987159403470197	0.941615415777669	1.00782475914914	1.01669856846421
2xHAR.117	0.915226886426318	0.936808238349014	0.955102197944832	0.33021938389898	NA	1.17163798612673	0.97156421605894	0.846152948700615	0.924095205048607	1.62271781849581	NA	1.41833025603297	0.97094955512112	0.975826543976259	0.998084621634343	0.863588455202615	0.897006273582198	0.893375398507401	0.921562038200249	0.856529423154902	0.924515029433848	0.954815733595195	0.946339038482207	0.925117397450846	0.915860072239366	1.00111581094629	0.965574485022345	0.893275060624943	0.892049278212436	0.90922575200052	0.737096839060223	NA	1.05259455438124	0.979779310837585	0.914559228660054	0.889234784925112	NA	NA	0.838390773566158	0.957175750677511	0.952879166621384	0.907674348715744	0.765759823446359	0.701228192475951	0.766381037646237	0.929899316561773	0.840208615633458	0.870093944018348	0.954341799984557	0.918855876061232	0.890700870326504	0.894524578211039	0.984030661569233	0.916460864789267
2xHAR.118	1.0811288897583	0.991761097500374	0.985612447734193	NA	NA	1.03026679110648	0.996239603259656	1.00216120413056	0.972503622153245	NA	NA	1.91632176815122	0.924124428547328	0.997267393298615	0.789813405986483	0.500082226822947	0.533578485696555	0.555372360454244	0.962858302124877	0.926206124870709	0.987757566097121	1.05278993591761	0.951814510596014	0.928418161698085	1.02662830564261	1.1073142225789	1.2186197132896	0.960553611518975	1.01413378005689	1.00286152686406	0.589677471248179	0.438565044238362	0.843493279268465	1.10956825850698	0.949031779932236	1.06012514325256	NA	NA	0.95816088407561	1.07725932565641	1.00326314544229	0.822313872498403	0.469764694498376	0.520354205772944	0.571189921782321	1.06650341573193	0.920559189587459	0.9308862392623	0.931641258324678	1.08568402334603	1.0850887485783	0.991934447610266	1.13751944867111	1.06950109127263
2xHAR.119	0.944400157988177	0.908118999318105	0.96773098620339	0.380014370359937	NA	1.13907985028728	0.992837542560751	1.01125049066933	0.996758541765001	NA	NA	1.40599694945878	0.882056445959919	0.915083471625957	0.951046281769433	1.07902971888227	1.05343823909232	1.02931248455365	0.861913373011062	0.892145816736542	0.85126940104549	0.882052836074809	0.81394262414645	0.806825935915329	0.887063530043535	0.856342484844625	0.869470802844198	0.958121171813434	0.973395558436928	1.02153508652308	0.331693577577101	NA	1.16829296407769	0.972471779347074	0.970709447313363	0.989433468582722	NA	NA	1.35739458577378	0.925890831941779	0.969286044112381	0.989713144665042	1.07577189113788	1.06135884059883	1.05660061700902	0.847890780118289	0.829401257652341	0.832127084676245	0.874295080224877	0.872469939657485	0.836272754131892	0.911067372142991	0.870408757904809	0.865498472736628
